"lsoa11cd","date","lsoa11nm","Rural Urban","Age: All categories: Age; measures: Value","Age: Age under 1; measures: Value","Age: Age 1; measures: Value","Age: Age 2; measures: Value","Age: Age 3; measures: Value","Age: Age 4; measures: Value","Age: Age 5; measures: Value","Age: Age 6; measures: Value","Age: Age 7; measures: Value","Age: Age 8; measures: Value","Age: Age 9; measures: Value","Age: Age 10; measures: Value","Age: Age 11; measures: Value","Age: Age 12; measures: Value","Age: Age 13; measures: Value","Age: Age 14; measures: Value","Age: Age 15; measures: Value","Age: Age 16; measures: Value","Age: Age 17; measures: Value","Age: Age 18; measures: Value","Age: Age 19; measures: Value","Age: Age 20; measures: Value","Age: Age 21; measures: Value","Age: Age 22; measures: Value","Age: Age 23; measures: Value","Age: Age 24; measures: Value","Age: Age 25; measures: Value","Age: Age 26; measures: Value","Age: Age 27; measures: Value","Age: Age 28; measures: Value","Age: Age 29; measures: Value","Age: Age 30; measures: Value","Age: Age 31; measures: Value","Age: Age 32; measures: Value","Age: Age 33; measures: Value","Age: Age 34; measures: Value","Age: Age 35; measures: Value","Age: Age 36; measures: Value","Age: Age 37; measures: Value","Age: Age 38; measures: Value","Age: Age 39; measures: Value","Age: Age 40; measures: Value","Age: Age 41; measures: Value","Age: Age 42; measures: Value","Age: Age 43; measures: Value","Age: Age 44; measures: Value","Age: Age 45; measures: Value","Age: Age 46; measures: Value","Age: Age 47; measures: Value","Age: Age 48; measures: Value","Age: Age 49; measures: Value","Age: Age 50; measures: Value","Age: Age 51; measures: Value","Age: Age 52; measures: Value","Age: Age 53; measures: Value","Age: Age 54; measures: Value","Age: Age 55; measures: Value","Age: Age 56; measures: Value","Age: Age 57; measures: Value","Age: Age 58; measures: Value","Age: Age 59; measures: Value","Age: Age 60; measures: Value","Age: Age 61; measures: Value","Age: Age 62; measures: Value","Age: Age 63; measures: Value","Age: Age 64; measures: Value","Age: Age 65; measures: Value","Age: Age 66; measures: Value","Age: Age 67; measures: Value","Age: Age 68; measures: Value","Age: Age 69; measures: Value","Age: Age 70; measures: Value","Age: Age 71; measures: Value","Age: Age 72; measures: Value","Age: Age 73; measures: Value","Age: Age 74; measures: Value","Age: Age 75; measures: Value","Age: Age 76; measures: Value","Age: Age 77; measures: Value","Age: Age 78; measures: Value","Age: Age 79; measures: Value","Age: Age 80; measures: Value","Age: Age 81; measures: Value","Age: Age 82; measures: Value","Age: Age 83; measures: Value","Age: Age 84; measures: Value","Age: Age 85; measures: Value","Age: Age 86; measures: Value","Age: Age 87; measures: Value","Age: Age 88; measures: Value","Age: Age 89; measures: Value","Age: Age 90; measures: Value","Age: Age 91; measures: Value","Age: Age 92; measures: Value","Age: Age 93; measures: Value","Age: Age 94; measures: Value","Age: Age 95; measures: Value","Age: Age 96; measures: Value","Age: Age 97; measures: Value","Age: Age 98; measures: Value","Age: Age 99; measures: Value","Age: Age 100 and over; measures: Value"
"E01006742",2011,"Liverpool 057B","Total",1394,18,19,21,19,14,13,12,14,13,16,10,17,14,11,15,16,19,24,19,21,19,13,10,27,21,28,21,18,19,19,20,27,24,17,11,16,17,20,14,13,19,22,21,23,23,26,28,20,22,14,20,26,24,17,17,18,17,23,16,13,16,19,15,11,10,11,11,8,6,14,14,16,14,13,12,11,6,7,5,7,9,7,7,5,12,6,5,1,2,0,2,2,1,0,0,0,0,0,1,0,0
"E01006743",2011,"Liverpool 058D","Total",2175,41,40,32,35,16,43,30,33,22,20,12,26,18,34,25,21,25,16,31,27,38,22,33,49,30,40,49,46,41,37,37,48,54,34,29,39,26,41,28,40,49,32,23,28,27,31,37,35,40,33,33,25,27,32,19,13,17,24,21,15,10,17,22,19,15,10,16,11,9,11,6,9,12,21,10,9,17,8,4,9,8,16,4,4,5,3,4,2,6,2,1,3,1,1,0,0,1,0,0,0,0
"E01006744",2011,"Liverpool 057C","Total",1482,24,25,17,25,22,17,17,14,20,6,18,10,15,11,15,17,13,17,8,13,16,17,14,22,23,19,17,34,37,37,38,32,39,21,20,23,28,21,25,31,31,22,17,19,31,22,20,20,19,21,22,23,11,22,17,16,17,13,8,15,15,18,11,14,10,9,17,13,11,13,9,8,8,10,8,8,8,5,6,5,7,8,3,5,6,5,3,4,2,1,2,2,1,1,1,1,0,0,0,0,0
"E01006745",2011,"Liverpool 057D","Total",1879,36,28,14,22,23,32,21,13,12,19,21,26,21,13,28,30,13,26,26,20,32,28,39,25,30,48,41,40,57,44,50,49,29,35,33,24,22,20,33,17,20,28,26,28,32,24,19,20,26,27,21,27,26,31,25,22,10,22,18,21,11,17,16,19,7,19,7,14,9,8,7,12,3,8,11,10,8,10,6,5,11,6,12,3,1,3,4,3,5,3,3,1,0,2,1,0,0,1,0,0,0
"E01006746",2011,"Liverpool 030E","Total",1513,9,16,14,9,12,16,15,15,8,7,11,14,12,15,13,10,18,17,20,43,97,78,58,38,20,35,32,12,20,23,10,10,15,10,14,15,15,11,13,12,20,21,23,19,21,15,21,19,16,20,17,17,20,12,15,11,11,19,15,13,18,13,14,6,18,13,16,16,18,16,20,15,12,18,15,16,17,16,8,13,7,5,4,7,2,1,1,0,0,1,3,2,4,0,1,0,0,0,0,0,0
"E01006747",2011,"Liverpool 031B","Total",3552,13,8,9,12,13,7,10,3,5,1,10,9,9,6,7,8,13,16,213,582,608,443,274,180,140,65,81,45,36,29,30,41,20,24,23,22,24,11,15,14,17,19,12,9,15,12,20,16,18,15,12,13,18,6,15,8,12,16,10,13,12,12,16,13,11,8,13,5,2,7,4,10,10,12,7,9,3,8,1,5,3,6,5,1,0,5,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0
"E01006748",2011,"Liverpool 031C","Total",1936,5,9,19,11,9,6,16,8,5,10,12,14,11,14,4,15,8,13,17,66,236,256,161,106,61,51,36,35,31,35,20,29,40,9,16,11,14,11,8,13,14,16,13,9,13,11,14,15,17,17,16,13,14,10,14,6,21,9,15,7,19,13,10,11,16,8,15,15,5,7,5,8,9,7,6,10,12,5,5,5,2,5,4,2,3,3,4,1,1,1,3,0,0,0,1,0,0,0,0,0,0
"E01006751",2011,"Liverpool 031F","Total",2572,28,18,23,24,29,21,30,21,19,16,22,15,24,18,24,26,29,25,78,201,191,194,156,106,54,52,54,39,36,26,46,29,20,31,16,18,16,22,16,22,20,30,17,18,25,19,26,12,19,19,18,21,12,20,16,15,13,16,24,16,20,12,13,21,25,16,14,15,20,14,23,16,17,21,16,12,10,13,8,9,11,2,9,5,5,2,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0
"E01006752",2011,"Liverpool 035F","Total",1012,10,9,16,10,14,12,11,10,11,12,9,9,8,14,6,12,8,10,11,20,31,28,19,28,11,13,16,20,17,26,15,14,15,34,14,7,9,9,21,14,16,14,13,15,17,8,9,15,19,16,9,17,14,13,12,12,15,11,9,12,11,11,7,13,10,9,8,3,13,7,4,13,4,6,6,5,4,5,2,4,6,1,3,1,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0
"E01006753",2011,"Liverpool 059A","Total",1557,27,33,26,24,22,27,27,21,27,13,22,25,20,19,24,16,18,17,36,21,20,30,24,23,34,21,22,33,26,23,18,19,20,19,16,14,19,18,25,9,23,20,12,13,15,15,27,25,17,25,16,24,32,19,21,12,20,18,10,11,15,13,14,20,14,7,12,18,16,12,11,10,12,9,7,8,16,8,8,5,5,6,8,1,5,8,0,3,5,3,1,4,0,0,0,0,0,0,0,0,0
"E01006754",2011,"Liverpool 059B","Total",1627,24,22,26,17,21,15,17,12,17,14,22,18,22,19,25,19,25,23,20,20,17,27,38,15,21,23,34,27,31,22,28,28,20,18,21,13,16,16,19,21,20,13,20,16,19,23,17,21,25,23,13,26,28,17,25,27,24,28,19,14,25,24,26,22,20,13,10,14,13,9,10,12,16,15,9,5,8,4,8,6,17,3,7,14,13,11,8,1,1,0,2,2,2,3,1,0,1,1,0,0,0
"E01006755",2011,"Liverpool 059C","Total",1587,25,25,32,20,22,24,17,34,25,24,22,27,20,17,30,22,23,20,18,20,34,19,23,25,27,33,27,31,28,34,16,22,30,22,30,16,9,31,19,19,12,15,19,18,12,14,25,19,16,18,19,22,27,9,26,21,21,14,19,19,14,6,10,23,12,12,4,4,8,8,9,10,8,8,5,13,5,12,11,7,5,5,6,9,6,10,3,5,4,6,1,3,2,3,0,0,1,1,0,0,1
"E01006756",2011,"Liverpool 059D","Total",1820,37,38,37,38,28,31,21,36,21,27,24,27,25,30,22,30,31,20,42,20,25,27,22,37,21,25,46,19,31,32,30,40,29,21,18,22,31,16,19,23,21,20,19,27,17,16,26,25,28,26,21,17,23,27,17,18,14,17,23,10,25,16,21,13,19,8,10,7,8,6,10,10,7,10,7,10,15,9,6,11,10,6,4,9,7,6,2,6,5,2,2,0,0,0,0,2,0,0,0,0,0
"E01006757",2011,"Liverpool 059E","Total",1491,26,31,32,35,25,29,27,17,24,23,20,20,27,20,21,19,31,30,22,24,28,24,15,18,17,25,31,18,19,28,22,23,18,22,22,21,12,13,16,24,21,23,11,16,23,14,15,22,28,15,16,18,16,13,11,16,13,14,10,15,8,26,12,14,19,9,10,9,12,6,10,10,13,9,7,6,4,5,6,7,0,7,4,2,3,3,2,4,3,9,0,1,1,1,0,0,0,0,0,0,0
"E01006758",2011,"Liverpool 059F","Total",1527,37,26,24,27,26,18,17,23,23,20,18,13,27,27,20,24,22,26,24,12,22,19,20,19,25,36,22,23,26,25,22,27,17,19,15,14,24,16,16,17,18,15,22,20,15,24,18,19,20,27,24,16,18,20,21,16,16,19,21,20,20,11,12,16,14,11,14,13,1,10,10,7,3,9,14,11,11,5,5,3,8,5,9,8,9,5,6,1,1,2,2,1,2,0,1,0,0,0,0,0,0
"E01006759",2011,"Liverpool 028D","Total",1095,9,9,11,13,15,17,8,6,12,9,16,15,14,15,10,14,17,17,12,23,18,14,16,20,14,16,15,26,15,20,26,20,20,22,14,11,13,13,15,22,10,13,15,14,15,18,16,23,19,22,18,16,13,17,13,15,19,15,17,6,9,11,8,15,16,9,5,7,8,5,3,3,9,2,5,7,4,5,3,3,4,2,3,3,4,2,6,3,1,0,1,1,0,0,1,0,0,0,1,0,0
"E01006760",2011,"Liverpool 028E","Total",1611,21,13,12,10,11,6,7,16,13,6,6,10,12,9,9,24,15,12,16,25,42,38,58,38,42,36,31,32,38,39,59,45,34,16,47,21,14,16,32,24,23,28,27,25,30,26,20,27,26,22,21,22,24,22,20,12,13,17,10,11,10,16,11,18,14,12,15,14,12,8,12,8,5,10,4,3,6,3,7,4,4,6,4,1,5,2,5,2,2,3,2,1,0,1,0,0,0,0,0,0,0
"E01006761",2011,"Liverpool 020B","Total",1644,9,22,13,21,16,18,20,11,13,7,28,23,20,15,20,14,20,15,20,17,18,20,20,35,24,27,27,24,20,19,27,31,16,21,27,20,20,10,20,22,15,32,34,28,36,17,27,25,21,37,27,25,18,29,24,26,21,14,21,12,18,18,14,17,19,12,16,13,7,10,14,16,16,7,13,12,15,11,12,8,11,10,6,6,10,7,7,8,7,6,5,2,1,1,1,3,2,1,0,1,2
"E01006762",2011,"Liverpool 015E","Total",1692,27,23,15,16,15,21,25,16,17,25,27,14,27,23,35,21,17,27,21,22,17,23,29,22,30,22,32,21,15,25,23,27,22,15,21,15,17,21,24,23,30,21,18,26,21,21,30,20,19,24,32,26,24,15,26,30,21,18,18,26,16,16,22,18,25,18,16,15,11,19,12,14,8,12,12,12,11,6,15,10,4,7,10,7,6,8,6,3,1,2,0,3,1,2,0,0,0,0,0,0,0
"E01006763",2011,"Liverpool 020C","Total",1471,24,17,25,20,14,18,18,18,25,7,17,19,19,19,32,20,23,16,19,24,19,15,17,16,25,28,32,33,27,20,22,25,23,19,22,17,20,20,17,23,19,16,16,30,20,24,23,16,22,17,15,26,21,18,19,13,13,14,12,13,22,12,8,15,17,13,8,13,13,3,7,17,8,10,6,13,15,3,12,7,8,6,4,2,4,6,2,2,5,4,1,1,0,0,2,0,0,0,1,0,0
"E01006764",2011,"Liverpool 020D","Total",1522,29,21,17,12,15,12,16,22,21,16,18,27,25,15,20,22,20,27,37,19,24,29,24,28,41,42,32,27,29,29,21,18,36,14,17,18,16,22,16,19,12,19,11,16,23,23,25,31,28,19,24,16,15,11,18,18,15,10,16,13,20,17,15,15,16,7,7,17,9,6,7,20,11,11,7,7,6,5,5,7,4,6,3,5,3,4,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0
"E01006765",2011,"Liverpool 020E","Total",1468,13,22,6,11,16,10,18,14,18,25,11,18,15,20,22,37,26,29,20,17,15,18,15,22,17,28,23,24,16,21,13,17,15,18,22,29,13,23,15,28,21,26,31,24,21,21,25,23,16,16,25,23,20,23,22,16,13,23,11,11,18,15,20,15,19,14,7,7,4,12,19,7,7,9,8,15,8,9,10,9,8,14,7,4,7,1,3,5,4,4,4,2,0,0,0,1,0,0,0,0,1
"E01006766",2011,"Liverpool 019E","Total",1266,18,26,23,27,21,12,12,9,16,18,19,18,15,24,17,22,12,13,20,13,10,19,12,25,25,16,22,25,19,27,39,21,17,23,22,28,16,14,14,19,24,14,22,25,22,11,14,9,17,20,16,14,19,11,19,19,9,10,14,9,8,7,9,12,17,9,5,6,13,7,6,6,8,6,8,9,0,9,6,3,5,4,5,2,0,0,0,1,2,2,2,0,1,0,1,0,0,0,0,1,0
"E01006767",2011,"Liverpool 019F","Total",1787,39,35,34,29,33,24,22,17,32,14,20,14,13,20,20,33,25,20,22,24,37,30,29,27,42,34,37,48,42,33,44,50,27,36,32,13,27,25,28,34,35,15,30,30,22,19,22,16,19,20,30,20,19,13,12,20,17,15,24,10,14,13,9,10,9,12,8,6,10,11,6,8,11,6,9,5,7,10,7,5,7,7,4,5,3,3,2,0,2,1,1,1,0,0,0,0,1,0,0,0,1
"E01006768",2011,"Liverpool 020F","Total",1359,9,12,11,5,11,10,4,18,6,9,15,15,18,11,21,25,21,27,22,21,15,21,23,24,17,17,34,27,22,20,23,27,14,17,25,13,23,14,26,17,22,16,19,17,22,26,26,26,22,28,24,33,22,26,13,15,17,21,13,12,12,14,13,22,15,10,8,15,10,12,9,8,11,7,8,7,9,4,5,2,6,0,2,4,2,3,3,1,2,2,2,0,0,1,0,0,0,0,0,0,0
"E01006769",2011,"Liverpool 040B","Total",1270,10,15,8,15,16,10,12,12,18,9,28,9,10,17,9,13,18,11,7,17,9,13,5,8,12,11,17,14,16,18,21,17,20,18,22,18,17,8,16,18,15,15,21,17,18,8,23,13,15,17,13,18,18,16,12,15,14,17,11,10,9,14,12,19,27,12,19,20,15,10,21,16,19,14,10,15,12,11,13,12,16,12,8,8,8,10,3,6,9,4,3,7,1,0,2,4,0,1,0,0,0
"E01006770",2011,"Liverpool 040C","Total",1002,19,13,6,12,15,11,13,8,13,9,13,13,12,13,10,14,16,9,16,13,13,13,17,15,13,11,15,13,11,12,7,19,14,10,4,7,14,7,9,11,13,12,13,18,13,13,14,15,10,17,10,13,14,10,16,7,10,10,15,6,12,11,19,17,16,12,12,11,8,10,12,5,12,11,6,9,7,9,7,10,10,6,9,1,4,4,5,4,1,3,0,4,1,1,0,0,1,0,0,0,0
"E01006771",2011,"Liverpool 040D","Total",1425,19,7,24,26,9,13,18,10,14,10,18,15,10,23,19,18,29,23,20,13,20,25,11,12,17,17,13,14,16,15,11,17,22,13,11,14,12,14,20,19,13,22,20,22,22,21,29,27,25,29,13,16,9,16,12,19,13,20,23,16,18,18,6,24,20,16,22,12,20,17,19,16,24,17,15,17,21,11,7,8,6,12,6,3,7,5,2,5,3,2,3,1,1,1,0,1,0,1,0,0,0
"E01006772",2011,"Liverpool 040E","Total",1091,11,9,7,9,9,11,9,11,7,19,11,9,14,14,8,15,17,14,17,15,6,16,22,21,13,7,14,6,5,7,12,7,12,11,9,9,14,4,11,14,18,16,14,5,15,14,16,21,18,15,25,27,18,16,18,22,23,19,12,19,16,19,22,18,13,13,8,11,16,5,15,9,9,6,6,10,6,12,4,6,10,8,5,13,2,2,3,5,2,3,2,3,0,1,0,1,0,0,0,0,0
"E01006773",2011,"Liverpool 036D","Total",1379,15,15,7,15,13,20,16,17,14,18,15,16,12,12,17,19,13,14,18,18,21,13,17,21,18,15,19,15,14,13,17,19,14,19,13,20,22,26,20,22,22,22,19,17,16,19,30,20,25,21,17,20,23,24,19,26,14,16,17,13,11,20,14,25,28,11,9,10,14,16,17,18,14,10,11,12,5,8,8,9,11,4,3,1,6,3,3,4,2,1,0,3,1,0,3,2,0,0,0,0,0
"E01006774",2011,"Liverpool 036E","Total",1445,13,21,14,12,18,14,14,10,18,17,13,17,21,25,20,28,18,30,22,25,21,22,14,15,12,12,20,19,13,13,19,20,25,11,21,11,11,16,17,24,23,15,15,21,35,31,37,25,38,23,26,24,22,17,22,26,26,23,19,18,25,8,13,18,11,10,13,5,10,8,8,9,9,14,4,11,12,8,10,3,4,4,6,7,2,2,4,2,3,3,3,1,0,1,0,0,0,0,1,1,0
"E01006775",2011,"Liverpool 040F","Total",1319,10,11,10,16,14,21,6,14,14,15,12,14,17,14,16,23,18,17,30,23,20,17,18,15,17,17,13,16,10,8,20,12,17,10,8,10,13,13,17,12,17,24,22,12,21,21,22,15,17,25,17,16,18,16,20,13,17,14,12,15,22,23,18,16,22,13,19,19,23,19,17,10,14,12,14,13,16,15,16,6,3,5,8,8,5,3,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0
"E01006776",2011,"Liverpool 022B","Total",1677,18,11,24,9,13,7,8,14,15,12,21,9,16,23,21,23,17,21,21,22,18,26,22,21,25,19,27,40,22,22,27,21,20,28,13,20,16,17,20,20,19,25,30,23,23,31,29,30,21,17,29,21,23,23,25,20,15,17,20,26,23,25,22,16,25,21,18,13,20,23,16,10,14,11,22,14,15,21,14,11,13,9,10,9,8,6,5,7,2,4,2,5,1,1,2,1,0,0,1,1,0
"E01006778",2011,"Liverpool 014E","Total",2205,26,30,20,25,26,25,20,16,24,14,10,21,19,19,23,23,36,29,39,21,50,34,32,53,51,70,30,46,50,28,34,23,38,22,32,28,28,19,29,41,30,23,50,46,23,30,26,26,28,29,29,21,21,27,19,29,28,26,22,32,43,23,34,22,29,11,17,29,17,20,17,29,20,10,9,12,11,17,7,9,10,4,1,7,6,2,7,3,1,1,1,3,2,1,1,0,0,0,0,0,0
"E01006779",2011,"Liverpool 022D","Total",1968,18,23,27,29,27,22,21,19,23,19,21,25,20,23,27,33,33,22,30,22,35,29,31,19,28,41,29,28,22,29,19,33,29,25,15,16,19,21,22,33,13,27,22,20,20,29,30,30,22,20,14,33,15,30,31,25,21,18,30,26,17,24,35,17,33,21,17,17,20,19,17,15,27,14,18,17,25,15,17,12,11,13,9,8,4,5,7,8,6,1,8,1,3,1,0,1,1,0,0,0,1
"E01006780",2011,"Liverpool 002D","Total",1465,16,11,12,22,26,12,21,12,16,14,20,13,18,13,21,22,23,21,18,20,19,19,17,21,24,25,25,18,14,16,25,12,22,20,24,13,20,10,25,23,26,25,19,22,23,18,25,25,24,17,18,18,13,19,20,17,18,22,14,15,21,23,9,18,13,18,17,14,14,9,11,7,17,12,10,9,10,9,10,11,8,7,7,5,10,3,9,9,2,2,0,0,0,0,0,0,0,0,0,0,0
"E01006781",2011,"Liverpool 003A","Total",1470,12,12,14,19,14,18,11,20,7,18,21,10,18,15,20,18,15,19,21,25,21,15,13,20,16,24,17,16,12,18,27,17,24,16,21,23,20,25,11,17,19,19,21,23,26,27,22,31,22,27,28,30,27,29,26,28,18,19,18,25,28,12,20,21,22,10,15,17,13,7,8,8,13,16,12,5,11,8,7,8,7,2,1,1,3,4,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0
"E01006782",2011,"Liverpool 003B","Total",1560,18,28,14,18,21,13,18,12,17,11,22,16,16,17,25,14,22,21,24,27,19,22,13,19,15,28,24,24,20,24,31,17,23,28,19,26,29,19,23,37,26,27,24,20,21,22,33,23,19,25,33,21,20,21,25,10,19,19,19,22,16,19,15,21,16,15,10,9,14,8,5,16,7,7,8,13,8,9,3,7,9,4,4,4,5,2,3,3,1,3,4,2,4,0,2,0,0,0,0,1,0
"E01006783",2011,"Liverpool 002E","Total",1548,20,15,19,30,20,22,32,18,22,17,26,19,14,17,23,21,25,23,13,22,18,18,19,20,30,12,22,22,27,30,18,28,20,27,17,18,30,16,24,22,22,26,15,30,20,22,25,12,22,21,21,24,19,24,23,19,17,20,23,14,16,18,16,19,12,16,11,17,8,11,10,10,13,9,12,7,10,6,1,4,7,2,7,3,9,5,3,2,4,1,3,0,0,0,0,1,0,0,0,0,0
"E01006784",2011,"Liverpool 003C","Total",1347,18,18,18,25,22,19,13,15,12,14,12,11,15,19,19,9,15,18,13,18,15,18,14,14,21,28,22,19,32,14,23,32,33,17,26,24,14,29,23,23,26,15,24,14,17,18,27,20,22,17,27,18,10,20,16,23,15,15,15,12,7,14,17,12,17,14,6,14,7,6,7,9,8,7,7,7,7,3,1,8,7,2,6,3,2,1,4,0,3,2,0,0,2,0,0,1,1,0,0,0,0
"E01006785",2011,"Liverpool 003D","Total",1769,31,16,17,24,20,12,17,19,24,16,25,31,17,19,26,17,22,24,21,24,22,15,29,33,42,34,40,31,46,26,28,25,32,21,13,21,24,18,20,34,29,19,26,30,25,24,24,22,21,23,21,25,23,19,21,19,21,27,19,21,17,12,15,10,17,21,13,14,15,12,14,9,12,13,12,6,10,16,12,14,16,12,7,8,4,4,4,4,2,2,1,2,3,0,0,0,1,0,0,0,0
"E01006786",2011,"Liverpool 003E","Total",1820,14,20,29,23,19,17,15,23,28,21,18,32,23,29,20,31,14,21,21,24,28,18,27,19,21,22,20,25,21,16,28,21,26,19,32,28,26,33,24,23,37,23,34,30,37,38,29,42,33,23,31,22,24,24,16,21,23,28,19,19,30,13,20,22,26,12,10,13,13,10,12,21,8,10,7,8,17,16,13,11,6,6,13,4,5,1,3,4,1,2,3,6,0,1,0,1,0,0,0,0,0
"E01006787",2011,"Liverpool 006A","Total",2330,17,18,11,23,11,26,18,11,11,17,17,21,24,17,22,30,24,18,26,28,25,56,80,66,61,77,89,60,37,38,58,47,52,40,44,47,59,46,44,55,49,41,29,57,57,35,47,38,35,33,25,28,20,20,26,18,13,19,18,25,18,18,19,12,18,13,7,16,10,4,14,4,6,10,8,6,3,6,4,2,5,3,6,4,3,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0
"E01006788",2011,"Liverpool 006B","Total",1825,38,21,34,17,33,30,21,26,21,25,21,18,29,34,25,28,24,17,28,20,32,27,20,19,20,30,34,25,25,36,35,34,27,29,20,16,28,23,31,33,32,29,13,20,24,25,27,27,33,22,21,21,28,24,24,20,20,15,11,23,19,25,15,14,13,7,19,17,17,8,14,17,6,7,9,12,14,8,12,5,12,10,9,3,2,2,4,6,3,0,2,1,0,0,0,0,0,0,0,0,0
"E01006790",2011,"Liverpool 006C","Total",1587,30,19,24,21,27,17,13,11,21,18,14,16,17,21,17,25,18,19,30,19,20,21,30,24,29,22,35,33,28,34,35,40,16,21,27,22,17,19,14,21,24,19,19,30,18,24,28,23,27,21,11,18,19,26,23,19,16,22,12,16,13,15,16,12,13,8,17,17,8,10,6,10,12,7,10,11,8,14,6,7,5,5,10,9,1,4,2,4,3,1,0,0,0,0,1,0,0,1,0,1,0
"E01006791",2011,"Liverpool 006D","Total",1674,16,15,27,17,15,19,23,13,9,10,11,16,15,19,12,26,17,17,15,14,19,16,19,15,27,18,22,14,34,29,38,36,25,17,24,28,25,24,24,30,28,25,29,22,14,27,17,18,17,28,18,23,23,20,23,23,17,26,30,28,12,23,28,31,24,15,18,17,17,13,19,19,13,14,14,17,10,12,12,5,10,12,6,9,10,3,4,2,6,2,3,3,2,0,3,0,0,0,0,0,0
"E01006792",2011,"Liverpool 046A","Total",1368,8,9,18,13,12,17,16,15,12,8,13,12,21,12,17,12,12,22,10,8,10,16,16,13,13,12,18,8,13,3,10,13,9,2,9,6,11,15,13,21,24,14,15,15,22,23,13,27,24,24,24,21,21,20,15,29,13,22,17,17,18,27,18,17,23,19,16,25,20,13,17,17,11,21,19,10,15,14,19,19,14,18,20,11,7,6,7,9,5,4,3,2,1,1,2,0,1,1,0,0,0
"E01006793",2011,"Liverpool 051A","Total",1494,14,12,18,24,19,15,13,18,14,12,12,16,13,10,14,17,12,16,18,9,9,12,21,17,20,22,19,24,17,21,29,30,18,11,21,15,23,19,17,30,22,16,16,21,15,12,13,23,13,16,20,9,14,19,23,17,16,26,26,15,18,31,18,25,21,16,11,12,19,21,19,18,15,15,9,16,11,20,10,15,14,12,13,14,7,9,7,6,6,8,3,5,1,0,3,0,2,0,0,1,0
"E01006794",2011,"Liverpool 046B","Total",1593,18,19,13,20,21,13,9,12,17,14,12,18,16,11,13,18,15,13,20,10,19,11,14,13,21,19,18,15,15,16,21,21,20,19,15,17,20,10,21,36,26,26,24,23,24,26,18,23,28,26,21,23,23,22,22,18,33,25,18,22,27,26,25,27,24,31,25,17,16,15,16,20,16,8,13,8,19,9,13,17,5,11,5,12,8,14,6,5,1,4,2,3,1,1,5,1,2,0,0,0,1
"E01006795",2011,"Liverpool 051B","Total",1407,16,14,15,18,13,17,14,16,12,15,13,9,7,17,15,13,22,15,20,18,12,7,14,8,6,18,13,23,16,16,19,12,21,17,17,14,18,24,21,19,21,12,18,17,16,25,22,18,26,24,28,22,25,19,31,22,27,25,27,21,18,25,21,17,21,12,21,10,11,12,7,15,4,10,12,12,11,9,18,17,7,8,9,5,13,3,3,2,6,5,2,0,1,0,0,0,0,0,0,0,0
"E01006796",2011,"Liverpool 047E","Total",1591,12,18,13,16,17,19,17,17,13,28,15,19,19,21,26,17,22,30,27,13,13,16,18,18,17,11,13,15,16,8,12,13,10,8,9,11,17,18,21,15,22,32,18,18,23,20,20,30,25,26,28,25,30,21,36,32,24,15,20,17,18,28,39,28,25,16,25,22,18,19,13,23,13,11,15,8,8,10,5,8,14,8,10,7,7,6,9,6,2,6,4,9,2,2,2,1,1,0,3,0,0
"E01006797",2011,"Liverpool 051C","Total",1499,23,13,14,17,23,19,6,19,11,17,17,14,20,10,13,16,17,17,26,17,19,19,20,17,18,18,20,19,16,14,13,19,24,18,31,12,14,17,13,29,21,23,37,31,24,20,29,26,26,27,24,25,29,16,26,21,17,16,18,16,12,15,14,16,14,5,15,10,10,8,8,3,16,19,15,8,15,6,16,14,12,8,11,10,9,6,9,8,5,5,4,0,0,0,0,0,1,0,0,0,1
"E01006798",2011,"Liverpool 051D","Total",1410,17,14,12,9,13,8,3,16,21,10,7,10,14,8,15,18,14,17,20,9,18,22,17,29,26,10,24,19,15,15,16,16,8,18,12,12,15,13,18,15,19,17,15,22,23,19,28,14,23,20,26,15,18,21,29,25,21,24,14,28,29,19,29,18,18,16,12,14,14,12,20,13,14,18,6,13,16,8,10,12,11,13,7,9,13,9,4,4,3,6,3,0,1,0,0,0,2,0,0,0,0
"E01006799",2011,"Liverpool 051E","Total",1821,11,14,11,9,14,7,9,3,9,9,14,12,9,11,8,11,6,11,17,8,14,10,11,14,11,25,31,21,18,24,26,18,28,15,18,12,12,13,23,21,12,17,29,19,8,25,19,27,23,22,24,32,21,42,27,35,39,24,31,21,37,33,30,28,26,20,24,27,23,23,28,25,20,24,22,21,38,22,22,35,19,18,27,28,13,21,22,13,8,16,10,7,10,4,4,1,5,0,0,2,0
"E01006800",2011,"Liverpool 046C","Total",1401,12,13,8,11,10,4,15,11,9,4,12,7,11,9,12,7,14,14,15,12,9,7,19,15,9,8,12,13,14,12,18,19,15,15,8,9,15,8,6,14,8,14,10,13,19,19,16,22,20,25,17,26,22,20,25,18,16,22,23,15,18,20,18,15,25,17,22,20,25,17,26,24,31,30,24,29,24,22,19,26,24,25,20,12,7,7,6,4,8,4,2,3,1,0,0,1,0,0,0,0,0
